,start,end,duration
8015,1239562000,1239564000,2000
8016,1239564000,1239566000,2000
8017,1239566000,1239568000,2000
8018,1239568000,1239570000,2000
8019,1239570000,1239572000,2000
8020,1239572000,1239574000,2000
8021,1239574000,1239576000,2000
8022,1239576000,1239578000,2000
8023,1239578000,1239580000,2000
8024,1239580000,1239582000,2000
8025,1239582000,1239584000,2000
8026,1239584000,1239586000,2000
8027,1239586000,1239588000,2000
8028,1239588000,1239590000,2000
8029,1239590000,1239592000,2000
8030,1239592000,1239594000,2000
8031,1239594000,1239596000,2000
8032,1239596000,1239598000,2000
8033,1239598000,1239600000,2000
9234,1239600000,1239602000,2000
9235,1239602000,1239604000,2000
9236,1239604000,1239606000,2000
9237,1239606000,1239608000,2000
9238,1239608000,1239610000,2000
9239,1239610000,1239612000,2000
9240,1239612000,1239614000,2000
9241,1239614000,1239616000,2000
9242,1239616000,1239618000,2000
9243,1239618000,1239620000,2000
9244,1239620000,1239622000,2000
9245,1239622000,1239624000,2000
9246,1239624000,1239626000,2000
9247,1239626000,1239628000,2000
9248,1239628000,1239630000,2000
9249,1239630000,1239632000,2000
9250,1239632000,1239634000,2000
9251,1239634000,1239636000,2000
9252,1239636000,1239638000,2000
9253,1239638000,1239640000,2000
9254,1239640000,1239642000,2000
9255,1239642000,1239644000,2000
9256,1239644000,1239646000,2000
9257,1239646000,1239648000,2000
9258,1239648000,1239650000,2000
9259,1239650000,1239652000,2000
9260,1239652000,1239654000,2000
9261,1239654000,1239656000,2000
9262,1239656000,1239658000,2000
9263,1239658000,1239660000,2000
9264,1239660000,1239662000,2000
9265,1239662000,1239664000,2000
9266,1239664000,1239666000,2000
9267,1239666000,1239668000,2000
9268,1239668000,1239670000,2000
9269,1239670000,1239672000,2000
9270,1239672000,1239674000,2000
9271,1239674000,1239676000,2000
9272,1239676000,1239678000,2000
9273,1239678000,1239680000,2000
9274,1239680000,1239682000,2000
9275,1239682000,1239684000,2000
9276,1239684000,1239686000,2000
9277,1239686000,1239688000,2000
9278,1239688000,1239690000,2000
9279,1239690000,1239692000,2000
9280,1239692000,1239694000,2000
9281,1239694000,1239696000,2000
9282,1239696000,1239698000,2000
9283,1239698000,1239700000,2000
1982,1239700000,1239702000,2000
1983,1239702000,1239704000,2000
1984,1239704000,1239706000,2000
1985,1239706000,1239708000,2000
1986,1239708000,1239710000,2000
1987,1239710000,1239712000,2000
1988,1239712000,1239714000,2000
1989,1239714000,1239716000,2000
1990,1239716000,1239718000,2000
1991,1239718000,1239720000,2000
1992,1239720000,1239722000,2000
1993,1239722000,1239724000,2000
1994,1239724000,1239726000,2000
1995,1239726000,1239728000,2000
1996,1239728000,1239730000,2000
1997,1239730000,1239732000,2000
1998,1239732000,1239734000,2000
1999,1239734000,1239736000,2000
2000,1239736000,1239738000,2000
2001,1239738000,1239740000,2000
2002,1239740000,1239742000,2000
2003,1239742000,1239744000,2000
2004,1239744000,1239746000,2000
2005,1239746000,1239748000,2000
2006,1239748000,1239750000,2000
2007,1239750000,1239752000,2000
2008,1239752000,1239754000,2000
2009,1239754000,1239756000,2000
2010,1239756000,1239758000,2000
2011,1239758000,1239760000,2000
2012,1239760000,1239762000,2000
2013,1239762000,1239764000,2000
2014,1239764000,1239766000,2000
2015,1239766000,1239768000,2000
2016,1239768000,1239770000,2000
2017,1239770000,1239772000,2000
2018,1239772000,1239774000,2000
2019,1239774000,1239776000,2000
2020,1239776000,1239778000,2000
2021,1239778000,1239780000,2000
2022,1239780000,1239782000,2000
2023,1239782000,1239784000,2000
2024,1239784000,1239786000,2000
2025,1239786000,1239788000,2000
2026,1239788000,1239790000,2000
2027,1239790000,1239792000,2000
2028,1239792000,1239794000,2000
2029,1239794000,1239796000,2000
2030,1239796000,1239798000,2000
2031,1239798000,1239800000,2000
13000,1239800000,1239802000,2000
13001,1239802000,1239804000,2000
13002,1239804000,1239806000,2000
13003,1239806000,1239808000,2000
13004,1239808000,1239810000,2000
13005,1239810000,1239812000,2000
13006,1239812000,1239814000,2000
13007,1239814000,1239816000,2000
13008,1239816000,1239818000,2000
13009,1239818000,1239820000,2000
13010,1239820000,1239822000,2000
13011,1239822000,1239824000,2000
13012,1239824000,1239826000,2000
13013,1239826000,1239828000,2000
13014,1239828000,1239830000,2000
13015,1239830000,1239832000,2000
13016,1239832000,1239834000,2000
13017,1239834000,1239836000,2000
13018,1239836000,1239838000,2000
13019,1239838000,1239840000,2000
13020,1239840000,1239842000,2000
13021,1239842000,1239844000,2000
13022,1239844000,1239846000,2000
13023,1239846000,1239848000,2000
13024,1239848000,1239850000,2000
13025,1239850000,1239852000,2000
13026,1239852000,1239854000,2000
13027,1239854000,1239856000,2000
13028,1239856000,1239858000,2000
13029,1239858000,1239860000,2000
13030,1239860000,1239862000,2000
13031,1239862000,1239864000,2000
13032,1239864000,1239866000,2000
13033,1239866000,1239868000,2000
13034,1239868000,1239870000,2000
13035,1239870000,1239872000,2000
13036,1239872000,1239874000,2000
13037,1239874000,1239876000,2000
13038,1239876000,1239878000,2000
13039,1239878000,1239880000,2000
13040,1239880000,1239882000,2000
13041,1239882000,1239884000,2000
13042,1239884000,1239886000,2000
13043,1239886000,1239888000,2000
13044,1239888000,1239890000,2000
13045,1239890000,1239892000,2000
13046,1239892000,1239894000,2000
13047,1239894000,1239896000,2000
13048,1239896000,1239898000,2000
13049,1239898000,1239900000,2000
3732,1239900000,1239902000,2000
3733,1239902000,1239904000,2000
3734,1239904000,1239906000,2000
3735,1239906000,1239908000,2000
